,Unnamed: 0,Item Name,Date,Average Price
41,41,Air rune,2023-02-21 22:00:00,5.0
42,42,Air rune,2023-02-21 22:05:00,4.915516784842155
43,43,Air rune,2023-02-21 22:10:00,4.997282456904737
44,44,Air rune,2023-02-21 22:15:00,5.0
45,45,Air rune,2023-02-21 22:20:00,5.0
46,46,Air rune,2023-02-21 22:25:00,4.659591036977492
47,47,Air rune,2023-02-21 22:30:00,5.0
48,48,Air rune,2023-02-21 22:35:00,4.95117554579916
49,49,Air rune,2023-02-21 22:40:00,5.0
50,50,Air rune,2023-02-21 22:45:00,4.997192318588368
51,51,Air rune,2023-02-21 22:50:00,4.8158972171873335
52,52,Air rune,2023-02-21 22:55:00,5.0
53,53,Air rune,2023-02-21 23:00:00,4.999547311239314
54,54,Air rune,2023-02-21 23:05:00,4.996115066817312
55,55,Air rune,2023-02-21 23:10:00,4.96205433502899
56,56,Air rune,2023-02-21 23:15:00,5.0
57,57,Air rune,2023-02-21 23:20:00,4.956474685388425
58,58,Air rune,2023-02-21 23:25:00,4.0
59,59,Air rune,2023-02-21 23:30:00,4.999668875912562
60,60,Air rune,2023-02-21 23:35:00,4.48108938933407
61,61,Air rune,2023-02-21 23:40:00,4.999032452534355
62,62,Air rune,2023-02-21 23:45:00,5.0
63,63,Air rune,2023-02-21 23:50:00,4.936250404649227
64,64,Air rune,2023-02-21 23:55:00,4.999649576624849
65,65,Air rune,2023-02-22 00:00:00,4.954735706821497
66,66,Air rune,2023-02-22 00:05:00,4.932575001085399
67,67,Air rune,2023-02-22 00:10:00,4.782285164644005
68,68,Air rune,2023-02-22 00:15:00,4.0
69,69,Air rune,2023-02-22 00:20:00,4.998497660643002
70,70,Air rune,2023-02-22 00:25:00,4.218458262413699
71,71,Air rune,2023-02-22 00:30:00,4.388996273464981
72,72,Air rune,2023-02-22 00:35:00,4.0
73,73,Air rune,2023-02-22 00:40:00,5.0
74,74,Air rune,2023-02-22 00:45:00,4.997752808988764
75,75,Air rune,2023-02-22 00:50:00,4.7845995972738535
76,76,Air rune,2023-02-22 00:55:00,4.89483272273441
77,77,Air rune,2023-02-22 01:00:00,4.643195986650155
78,78,Air rune,2023-02-22 01:05:00,4.862723847423903
79,79,Air rune,2023-02-22 01:10:00,4.98183296642272
80,80,Air rune,2023-02-22 01:15:00,4.96423184166019
81,81,Air rune,2023-02-22 01:20:00,4.994460915790296
82,82,Air rune,2023-02-22 01:25:00,4.585550489929233
83,83,Air rune,2023-02-22 01:30:00,4.6647606340735095
84,84,Air rune,2023-02-22 01:35:00,4.99142841642706
85,85,Air rune,2023-02-22 01:40:00,4.7732986395717925
86,86,Air rune,2023-02-22 01:45:00,5.0
87,87,Air rune,2023-02-22 01:50:00,4.152520943520056
88,88,Air rune,2023-02-22 01:55:00,4.060897365108112
89,89,Air rune,2023-02-22 02:00:00,4.386925116686465
90,90,Air rune,2023-02-22 02:05:00,4.898187106658504
91,91,Air rune,2023-02-22 02:10:00,4.996869727537064
92,92,Air rune,2023-02-22 02:15:00,4.991324945396376
93,93,Air rune,2023-02-22 02:20:00,4.863047601424805
94,94,Air rune,2023-02-22 02:25:00,4.900947645900764
95,95,Air rune,2023-02-22 02:30:00,4.947688485773805
96,96,Air rune,2023-02-22 02:35:00,4.876191398057626
97,97,Air rune,2023-02-22 02:40:00,4.999202684815575
98,98,Air rune,2023-02-22 02:45:00,4.988763185595624
99,99,Air rune,2023-02-22 02:50:00,4.87895951656492
100,100,Air rune,2023-02-22 02:55:00,4.961191179842151
101,101,Air rune,2023-02-22 03:00:00,4.967987389840223
102,102,Air rune,2023-02-22 03:05:00,4.38212028608282
103,103,Air rune,2023-02-22 03:10:00,4.980331994796675
104,104,Air rune,2023-02-22 03:15:00,4.0
105,105,Air rune,2023-02-22 03:20:00,4.92310746689432
106,106,Air rune,2023-02-22 03:25:00,4.465984363894812
107,107,Air rune,2023-02-22 03:30:00,4.982697334244144
108,108,Air rune,2023-02-22 03:35:00,4.954232342318639
109,109,Air rune,2023-02-22 03:40:00,4.859763661771556
110,110,Air rune,2023-02-22 03:45:00,4.99796627846341
111,111,Air rune,2023-02-22 03:50:00,4.965164511488785
112,112,Air rune,2023-02-22 03:55:00,4.0
113,113,Air rune,2023-02-22 04:00:00,4.0
114,114,Air rune,2023-02-22 04:05:00,4.911168802875713
115,115,Air rune,2023-02-22 04:10:00,4.626360074463867
116,116,Air rune,2023-02-22 04:15:00,5.0
117,117,Air rune,2023-02-22 04:20:00,4.999618441000804
118,118,Air rune,2023-02-22 04:25:00,4.997615397717595
119,119,Air rune,2023-02-22 04:30:00,4.907417663084889
120,120,Air rune,2023-02-22 04:35:00,5.0
121,121,Air rune,2023-02-22 04:40:00,4.963937636290813
122,122,Air rune,2023-02-22 04:45:00,4.926468778626998
123,123,Air rune,2023-02-22 04:50:00,4.836201868247626
124,124,Air rune,2023-02-22 04:55:00,4.0
125,125,Air rune,2023-02-22 05:00:00,4.984766265842183
126,126,Air rune,2023-02-22 05:05:00,4.99882255680537
127,127,Air rune,2023-02-22 05:10:00,5.0
128,128,Air rune,2023-02-22 05:15:00,5.0
129,129,Air rune,2023-02-22 05:20:00,5.0
130,130,Air rune,2023-02-22 05:25:00,5.0
131,131,Air rune,2023-02-22 05:30:00,4.704935442401207
132,132,Air rune,2023-02-22 05:35:00,5.0
133,133,Air rune,2023-02-22 05:40:00,4.815218405267325
134,134,Air rune,2023-02-22 05:45:00,4.973813992056911
135,135,Air rune,2023-02-22 05:50:00,4.977499356908317
136,136,Air rune,2023-02-22 05:55:00,4.942378767949736
137,137,Air rune,2023-02-22 06:00:00,5.0
138,138,Air rune,2023-02-22 06:05:00,4.000035626914947
139,139,Air rune,2023-02-22 06:10:00,5.0
140,140,Air rune,2023-02-22 06:15:00,5.0
141,141,Air rune,2023-02-22 06:20:00,4.992232744264658
142,142,Air rune,2023-02-22 06:25:00,5.0
143,143,Air rune,2023-02-22 06:30:00,5.0
144,144,Air rune,2023-02-22 06:35:00,4.5941599266644495
145,145,Air rune,2023-02-22 06:40:00,4.0
146,146,Air rune,2023-02-22 06:45:00,4.99921157678435
147,147,Air rune,2023-02-22 06:50:00,4.827177497185137
148,148,Air rune,2023-02-22 06:55:00,4.99999232917063
149,149,Air rune,2023-02-22 07:00:00,5.0
150,150,Air rune,2023-02-22 07:05:00,4.801747530094605
151,151,Air rune,2023-02-22 07:10:00,4.694971392067548
152,152,Air rune,2023-02-22 07:15:00,4.944797565391579
153,153,Air rune,2023-02-22 07:20:00,4.9991475819742
154,154,Air rune,2023-02-22 07:25:00,4.96239822353812
155,155,Air rune,2023-02-22 07:30:00,4.99662447257384
156,156,Air rune,2023-02-22 07:35:00,4.999646596858639
157,157,Air rune,2023-02-22 07:40:00,4.0
158,158,Air rune,2023-02-22 07:45:00,5.0
159,159,Air rune,2023-02-22 07:50:00,5.0
160,160,Air rune,2023-02-22 07:55:00,5.0
161,161,Air rune,2023-02-22 08:00:00,5.0
162,162,Air rune,2023-02-22 08:05:00,5.0
163,163,Air rune,2023-02-22 08:10:00,4.999737753792218
164,164,Air rune,2023-02-22 08:15:00,4.0
165,165,Air rune,2023-02-22 08:20:00,5.0
166,166,Air rune,2023-02-22 08:25:00,4.565311032503868
167,167,Air rune,2023-02-22 08:30:00,4.993102496896124
168,168,Air rune,2023-02-22 08:35:00,4.999960098954592
169,169,Air rune,2023-02-22 08:40:00,4.869917107238432
170,170,Air rune,2023-02-22 08:45:00,4.0
171,171,Air rune,2023-02-22 08:50:00,5.0
172,172,Air rune,2023-02-22 08:55:00,5.0
173,173,Air rune,2023-02-22 09:00:00,4.432802791726956
174,174,Air rune,2023-02-22 09:05:00,5.0
175,175,Air rune,2023-02-22 09:10:00,4.0
176,176,Air rune,2023-02-22 09:15:00,4.999491118318384
177,177,Air rune,2023-02-22 09:20:00,4.965564857167515
178,178,Air rune,2023-02-22 09:25:00,4.99616258158208
179,179,Air rune,2023-02-22 09:30:00,4.878809913349088
180,180,Air rune,2023-02-22 09:35:00,4.926888330073578
181,181,Air rune,2023-02-22 09:40:00,4.0
182,182,Air rune,2023-02-22 09:45:00,5.0
183,183,Air rune,2023-02-22 09:50:00,5.0
184,184,Air rune,2023-02-22 09:55:00,4.95215209997524
185,185,Air rune,2023-02-22 10:00:00,5.0
186,186,Air rune,2023-02-22 10:05:00,5.0
187,187,Air rune,2023-02-22 10:10:00,5.0
188,188,Air rune,2023-02-22 10:15:00,4.876663908514205
189,189,Air rune,2023-02-22 10:20:00,4.975979747370927
190,190,Air rune,2023-02-22 10:25:00,4.999637189775662
191,191,Air rune,2023-02-22 10:30:00,5.0
192,192,Air rune,2023-02-22 10:35:00,5.0
193,193,Air rune,2023-02-22 10:40:00,4.999892448061376
194,194,Air rune,2023-02-22 10:45:00,4.999995329787085
195,195,Air rune,2023-02-22 10:50:00,4.895709830349752
196,196,Air rune,2023-02-22 10:55:00,5.2138030670138
197,197,Air rune,2023-02-22 11:00:00,4.645003414523105
198,198,Air rune,2023-02-22 11:05:00,5.307617636540131
199,199,Air rune,2023-02-22 11:10:00,5.0
200,200,Air rune,2023-02-22 11:15:00,5.058604541625528
201,201,Air rune,2023-02-22 11:20:00,5.0
202,202,Air rune,2023-02-22 11:25:00,5.0
203,203,Air rune,2023-02-22 11:30:00,5.179434269382106
204,204,Air rune,2023-02-22 11:35:00,5.0
205,205,Air rune,2023-02-22 11:40:00,6.0
206,206,Air rune,2023-02-22 11:45:00,5.014947407270714
207,207,Air rune,2023-02-22 11:50:00,5.167537192464248
208,208,Air rune,2023-02-22 11:55:00,5.250612127322484
209,209,Air rune,2023-02-22 12:00:00,6.0
210,210,Air rune,2023-02-22 12:05:00,5.351462964590107
211,211,Air rune,2023-02-22 12:10:00,4.546729632280209
212,212,Air rune,2023-02-22 12:15:00,4.922748861899518
213,213,Air rune,2023-02-22 12:20:00,5.0
214,214,Air rune,2023-02-22 12:25:00,4.4984924845923056
215,215,Air rune,2023-02-22 12:30:00,5.0
216,216,Air rune,2023-02-22 12:35:00,5.0
217,217,Air rune,2023-02-22 12:40:00,5.149898686679174
218,218,Air rune,2023-02-22 12:45:00,5.0
219,219,Air rune,2023-02-22 12:50:00,5.996771886234871
220,220,Air rune,2023-02-22 12:55:00,4.0
221,221,Air rune,2023-02-22 13:00:00,4.941061751992664
222,222,Air rune,2023-02-22 13:05:00,4.157697183623754
223,223,Air rune,2023-02-22 13:10:00,4.716517310611625
224,224,Air rune,2023-02-22 13:15:00,5.0
225,225,Air rune,2023-02-22 13:20:00,5.0
226,226,Air rune,2023-02-22 13:25:00,4.028777890466532
227,227,Air rune,2023-02-22 13:30:00,4.250095313229807
228,228,Air rune,2023-02-22 13:35:00,5.0
229,229,Air rune,2023-02-22 13:40:00,5.008044026329472
230,230,Air rune,2023-02-22 13:45:00,5.0
231,231,Air rune,2023-02-22 13:50:00,5.0
232,232,Air rune,2023-02-22 13:55:00,4.182308353520356
233,233,Air rune,2023-02-22 14:00:00,4.803455048656369
234,234,Air rune,2023-02-22 14:05:00,5.585148545270208
235,235,Air rune,2023-02-22 14:10:00,5.884874778793538
236,236,Air rune,2023-02-22 14:15:00,5.0
237,237,Air rune,2023-02-22 14:20:00,4.657980456026058
238,238,Air rune,2023-02-22 14:25:00,4.881864804267711
239,239,Air rune,2023-02-22 14:30:00,4.993961658989192
240,240,Air rune,2023-02-22 14:35:00,4.986216696889385
241,241,Air rune,2023-02-22 14:40:00,4.624761241866036
242,242,Air rune,2023-02-22 14:45:00,4.93328566925744
243,243,Air rune,2023-02-22 14:50:00,5.560095588811407
244,244,Air rune,2023-02-22 14:55:00,5.705826055748295
245,245,Air rune,2023-02-22 15:00:00,5.999999999999999
246,246,Air rune,2023-02-22 15:05:00,4.453771186343535
247,247,Air rune,2023-02-22 15:10:00,5.503551523808988
248,248,Air rune,2023-02-22 15:15:00,5.746958320862991
249,249,Air rune,2023-02-22 15:20:00,5.616174551780795
250,250,Air rune,2023-02-22 15:25:00,5.630950935997386
251,251,Air rune,2023-02-22 15:30:00,5.0
252,252,Air rune,2023-02-22 15:35:00,5.741090628845605
253,253,Air rune,2023-02-22 15:40:00,5.450908388094318
254,254,Air rune,2023-02-22 15:45:00,5.25166486938533
255,255,Air rune,2023-02-22 15:50:00,6.0
256,256,Air rune,2023-02-22 15:55:00,4.223371445222454
257,257,Air rune,2023-02-22 16:00:00,5.0
258,258,Air rune,2023-02-22 16:05:00,6.0
259,259,Air rune,2023-02-22 16:10:00,6.0
260,260,Air rune,2023-02-22 16:15:00,5.0
261,261,Air rune,2023-02-22 16:20:00,5.775524104505435
262,262,Air rune,2023-02-22 16:25:00,5.0
263,263,Air rune,2023-02-22 16:30:00,5.82911432160804
264,264,Air rune,2023-02-22 16:35:00,5.769564864791803
265,265,Air rune,2023-02-22 16:40:00,5.8638156658944345
266,266,Air rune,2023-02-22 16:45:00,4.118159756332791
267,267,Air rune,2023-02-22 16:50:00,4.991603639593883
268,268,Air rune,2023-02-22 16:55:00,4.9269889860764655
269,269,Air rune,2023-02-22 17:00:00,4.98120319361842
270,270,Air rune,2023-02-22 17:05:00,4.845827072014796
271,271,Air rune,2023-02-22 17:10:00,4.9846255186200015
272,272,Air rune,2023-02-22 17:15:00,5.552595363280285
273,273,Air rune,2023-02-22 17:20:00,5.642210231281103
274,274,Air rune,2023-02-22 17:25:00,5.0
275,275,Air rune,2023-02-22 17:30:00,4.935340926486426
276,276,Air rune,2023-02-22 17:35:00,5.584943866304403
277,277,Air rune,2023-02-22 17:40:00,4.776561487924494
278,278,Air rune,2023-02-22 17:45:00,4.73349531935733
279,279,Air rune,2023-02-22 17:50:00,4.950352545954342
280,280,Air rune,2023-02-22 17:55:00,4.805848414102812
281,281,Air rune,2023-02-22 18:00:00,5.115057564857093
282,282,Air rune,2023-02-22 18:05:00,4.869896741451649
283,283,Air rune,2023-02-22 18:10:00,5.0
284,284,Air rune,2023-02-22 18:15:00,5.673381114416256
285,285,Air rune,2023-02-22 18:20:00,5.984837641262919
286,286,Air rune,2023-02-22 18:25:00,5.60293721886894
287,287,Air rune,2023-02-22 18:30:00,5.0
288,288,Air rune,2023-02-22 18:35:00,5.0
289,289,Air rune,2023-02-22 18:40:00,4.751899288451013
290,290,Air rune,2023-02-22 18:45:00,5.0
291,291,Air rune,2023-02-22 18:50:00,5.020288776924898
292,292,Air rune,2023-02-22 18:55:00,4.490721434528775
293,293,Air rune,2023-02-22 19:00:00,5.183240086576552
294,294,Air rune,2023-02-22 19:05:00,5.5021088745849145
295,295,Air rune,2023-02-22 19:10:00,5.0
296,296,Air rune,2023-02-22 19:15:00,5.0
297,297,Air rune,2023-02-22 19:20:00,4.00037067010978
298,298,Air rune,2023-02-22 19:25:00,5.0
299,299,Air rune,2023-02-22 19:30:00,4.0
300,300,Air rune,2023-02-22 19:35:00,4.995776590442855
301,301,Air rune,2023-02-22 19:40:00,4.834798548138436
302,302,Air rune,2023-02-22 19:45:00,4.993163965542415
303,303,Air rune,2023-02-22 19:50:00,5.983062984246448
304,304,Air rune,2023-02-22 19:55:00,5.0
305,305,Air rune,2023-02-22 20:00:00,5.591906183795686
306,306,Air rune,2023-02-22 20:05:00,4.0
307,307,Air rune,2023-02-22 20:10:00,4.999955194551658
308,308,Air rune,2023-02-22 20:15:00,4.615741124129404
309,309,Air rune,2023-02-22 20:20:00,4.786188074345333
310,310,Air rune,2023-02-22 20:25:00,5.54184836992106
311,311,Air rune,2023-02-22 20:30:00,4.947204913559727
312,312,Air rune,2023-02-22 20:35:00,4.125677775768583
313,313,Air rune,2023-02-22 20:40:00,4.897164457638686
314,314,Air rune,2023-02-22 20:45:00,5.0
315,315,Air rune,2023-02-22 20:50:00,4.0181938404958375
316,316,Air rune,2023-02-22 20:55:00,4.807963095491383
317,317,Air rune,2023-02-22 21:00:00,5.0
318,318,Air rune,2023-02-22 21:05:00,5.0
319,319,Air rune,2023-02-22 21:10:00,4.736812776933931
320,320,Air rune,2023-02-22 21:15:00,4.85534799984678
321,321,Air rune,2023-02-22 21:20:00,4.0
322,322,Air rune,2023-02-22 21:25:00,4.967948456218
323,323,Air rune,2023-02-22 21:30:00,4.933775989510973
324,324,Air rune,2023-02-22 21:35:00,4.99352691590709
325,325,Air rune,2023-02-22 21:40:00,4.0
326,326,Air rune,2023-02-22 21:45:00,4.78838734952159
327,327,Air rune,2023-02-22 21:50:00,4.999738226949535
328,328,Air rune,2023-02-22 21:55:00,4.999600840639232
329,329,Air rune,2023-02-22 22:00:00,4.9002425919756725
330,330,Air rune,2023-02-22 22:05:00,4.988761373705937
331,331,Air rune,2023-02-22 22:10:00,4.616132827141389
332,332,Air rune,2023-02-22 22:15:00,4.954446724688047
333,333,Air rune,2023-02-22 22:20:00,4.784284441427299
334,334,Air rune,2023-02-22 22:25:00,4.910554045276301
335,335,Air rune,2023-02-22 22:30:00,4.999379273957438
336,336,Air rune,2023-02-22 22:35:00,4.652859497975485
337,337,Air rune,2023-02-22 22:40:00,4.778025310038219
338,338,Air rune,2023-02-22 22:45:00,4.99733579412684
339,339,Air rune,2023-02-22 22:50:00,4.998193051080253
340,340,Air rune,2023-02-22 22:55:00,4.991368530863933
341,341,Air rune,2023-02-22 23:00:00,4.0
342,342,Air rune,2023-02-22 23:05:00,4.385134314384838
343,343,Air rune,2023-02-22 23:10:00,4.994022642231228
344,344,Air rune,2023-02-22 23:15:00,5.0
345,345,Air rune,2023-02-22 23:20:00,4.0
346,346,Air rune,2023-02-22 23:25:00,4.949337763941642
347,347,Air rune,2023-02-22 23:30:00,5.0
348,348,Air rune,2023-02-22 23:35:00,4.910580629257798
349,349,Air rune,2023-02-22 23:40:00,4.976077059905334
350,350,Air rune,2023-02-22 23:45:00,5.0
351,351,Air rune,2023-02-22 23:50:00,4.236130900755793
352,352,Air rune,2023-02-22 23:55:00,4.881771655560057
353,353,Air rune,2023-02-23 00:00:00,5.0
354,354,Air rune,2023-02-23 00:05:00,5.170213973091263
355,355,Air rune,2023-02-23 00:10:00,5.0
356,356,Air rune,2023-02-23 00:15:00,4.0
357,357,Air rune,2023-02-23 00:20:00,4.995776014109348
358,358,Air rune,2023-02-23 00:25:00,4.001152817485935
359,359,Air rune,2023-02-23 00:30:00,5.0
360,360,Air rune,2023-02-23 00:35:00,5.0
361,361,Air rune,2023-02-23 00:40:00,5.996431679298392
362,362,Air rune,2023-02-23 00:45:00,4.0
363,363,Air rune,2023-02-23 00:50:00,5.0
364,364,Air rune,2023-02-23 00:55:00,4.242850978287182
17,17,Air rune,2023-02-23 01:00:00,4.318584366317589
18,18,Air rune,2023-02-23 01:05:00,4.038917256118826
19,19,Air rune,2023-02-23 01:10:00,4.052666545472574
20,20,Air rune,2023-02-23 01:15:00,4.349764610006937
21,21,Air rune,2023-02-23 01:20:00,4.898722332405439
22,22,Air rune,2023-02-23 01:25:00,5.583148239203785
23,23,Air rune,2023-02-23 01:30:00,4.0
24,24,Air rune,2023-02-23 01:35:00,5.556519461812943
25,25,Air rune,2023-02-23 01:40:00,4.84482080435799
26,26,Air rune,2023-02-23 01:45:00,5.926872922526208
27,27,Air rune,2023-02-23 01:50:00,5.5990953947368425
28,28,Air rune,2023-02-23 01:55:00,5.317599896547265
29,29,Air rune,2023-02-23 02:00:00,6.0
30,30,Air rune,2023-02-23 02:05:00,5.440275011244618
31,31,Air rune,2023-02-23 02:10:00,5.950317534076827
32,32,Air rune,2023-02-23 02:15:00,5.93400479527508
33,33,Air rune,2023-02-23 02:20:00,5.974633868280278
34,34,Air rune,2023-02-23 02:25:00,4.12958169471616
35,35,Air rune,2023-02-23 02:30:00,4.6771541142359645
36,36,Air rune,2023-02-23 02:35:00,4.659901670479907
37,37,Air rune,2023-02-23 02:40:00,5.000000000000001
38,38,Air rune,2023-02-23 02:45:00,4.855375693829507
39,39,Air rune,2023-02-23 02:50:00,5.0
40,40,Air rune,2023-02-23 02:55:00,5.0
41,41,Air rune,2023-02-23 03:00:00,5.58857295278741
42,42,Air rune,2023-02-23 03:05:00,4.004603301142054
43,43,Air rune,2023-02-23 03:10:00,4.997522461057689
44,44,Air rune,2023-02-23 03:15:00,5.0
45,45,Air rune,2023-02-23 03:20:00,4.791142195210275
46,46,Air rune,2023-02-23 03:25:00,4.998765767322455
47,47,Air rune,2023-02-23 03:30:00,4.999848359400352
48,48,Air rune,2023-02-23 03:35:00,5.0
49,49,Air rune,2023-02-23 03:40:00,4.995419316868401
50,50,Air rune,2023-02-23 03:45:00,4.998329435349148
51,51,Air rune,2023-02-23 03:50:00,4.989332518300956
52,52,Air rune,2023-02-23 03:55:00,4.995310688293408
53,53,Air rune,2023-02-23 04:00:00,4.941339110237627
54,54,Air rune,2023-02-23 04:05:00,4.0
55,55,Air rune,2023-02-23 04:10:00,4.9940289052047335
56,56,Air rune,2023-02-23 04:15:00,4.99740303595549
57,57,Air rune,2023-02-23 04:20:00,4.976881338659931
58,58,Air rune,2023-02-23 04:25:00,4.0
59,59,Air rune,2023-02-23 04:30:00,4.996509533937557
60,60,Air rune,2023-02-23 04:35:00,4.0
61,61,Air rune,2023-02-23 04:40:00,4.9238662745705
62,62,Air rune,2023-02-23 04:45:00,4.9880392612891375
63,63,Air rune,2023-02-23 04:50:00,4.9581612735148415
64,64,Air rune,2023-02-23 04:55:00,4.997993992056612
65,65,Air rune,2023-02-23 05:00:00,4.957672881043076
66,66,Air rune,2023-02-23 05:05:00,4.973523253251047
67,67,Air rune,2023-02-23 05:10:00,4.98959723980096
68,68,Air rune,2023-02-23 05:15:00,4.99289902927632
69,69,Air rune,2023-02-23 05:20:00,4.910069890483137
70,70,Air rune,2023-02-23 05:25:00,4.0
71,71,Air rune,2023-02-23 05:30:00,4.989202375951911
72,72,Air rune,2023-02-23 05:35:00,4.892169178128991
73,73,Air rune,2023-02-23 05:40:00,4.65712492551415
74,74,Air rune,2023-02-23 05:45:00,4.986825791835024
75,75,Air rune,2023-02-23 05:50:00,4.999468432409603
76,76,Air rune,2023-02-23 05:55:00,4.99894607412612
77,77,Air rune,2023-02-23 06:00:00,4.99892444108707
78,78,Air rune,2023-02-23 06:05:00,4.992811530182881
79,79,Air rune,2023-02-23 06:10:00,4.999866832075247
80,80,Air rune,2023-02-23 06:15:00,4.996187453148426
81,81,Air rune,2023-02-23 06:20:00,4.920823826086649
82,82,Air rune,2023-02-23 06:25:00,5.0
83,83,Air rune,2023-02-23 06:30:00,4.85974051559158
84,84,Air rune,2023-02-23 06:35:00,4.623790078644888
85,85,Air rune,2023-02-23 06:40:00,4.999263015570214
86,86,Air rune,2023-02-23 06:45:00,4.986588161761423
87,87,Air rune,2023-02-23 06:50:00,4.9941315335716245
88,88,Air rune,2023-02-23 06:55:00,4.847423367292274
89,89,Air rune,2023-02-23 07:00:00,4.992747016314992
90,90,Air rune,2023-02-23 07:05:00,4.997871245438383
91,91,Air rune,2023-02-23 07:10:00,4.998225209129524
92,92,Air rune,2023-02-23 07:15:00,4.991918088921243
93,93,Air rune,2023-02-23 07:20:00,5.0
94,94,Air rune,2023-02-23 07:25:00,4.839371688953705
95,95,Air rune,2023-02-23 07:30:00,4.9489251907922345
96,96,Air rune,2023-02-23 07:35:00,5.0
97,97,Air rune,2023-02-23 07:40:00,4.892439901422099
98,98,Air rune,2023-02-23 07:45:00,5.313891668138034
99,99,Air rune,2023-02-23 07:50:00,5.7272204380961504
100,100,Air rune,2023-02-23 07:55:00,5.896177918077888
101,101,Air rune,2023-02-23 08:00:00,5.0
102,102,Air rune,2023-02-23 08:05:00,4.991716622979641
103,103,Air rune,2023-02-23 08:10:00,4.936874687059039
104,104,Air rune,2023-02-23 08:15:00,4.735830476329419
105,105,Air rune,2023-02-23 08:20:00,4.054246779097491
106,106,Air rune,2023-02-23 08:25:00,4.4725605255388245
107,107,Air rune,2023-02-23 08:30:00,4.957429298503104
108,108,Air rune,2023-02-23 08:35:00,4.0
109,109,Air rune,2023-02-23 08:40:00,4.053055848410247
110,110,Air rune,2023-02-23 08:45:00,4.062721604108082
111,111,Air rune,2023-02-23 08:50:00,4.032282036150635
112,112,Air rune,2023-02-23 08:55:00,5.309669207868572
113,113,Air rune,2023-02-23 09:00:00,5.967413441955194
114,114,Air rune,2023-02-23 09:05:00,5.0
115,115,Air rune,2023-02-23 09:10:00,5.69408638400825
116,116,Air rune,2023-02-23 09:15:00,5.880056223645167
117,117,Air rune,2023-02-23 09:20:00,4.069260716461683
118,118,Air rune,2023-02-23 09:25:00,5.649467138266639
119,119,Air rune,2023-02-23 09:30:00,5.073448135435453
120,120,Air rune,2023-02-23 09:35:00,5.0
121,121,Air rune,2023-02-23 09:40:00,5.392991554656834
122,122,Air rune,2023-02-23 09:45:00,5.0
123,123,Air rune,2023-02-23 09:50:00,5.77726390991673
124,124,Air rune,2023-02-23 09:55:00,5.977591036414565
125,125,Air rune,2023-02-23 10:00:00,5.456203092731577
126,126,Air rune,2023-02-23 10:05:00,5.460299194476409
127,127,Air rune,2023-02-23 10:10:00,5.335974917296204
128,128,Air rune,2023-02-23 10:15:00,5.730335174443237
129,129,Air rune,2023-02-23 10:20:00,5.0
130,130,Air rune,2023-02-23 10:25:00,4.579518478301569
131,131,Air rune,2023-02-23 10:30:00,5.20244016587033
132,132,Air rune,2023-02-23 10:35:00,5.986198679441991
