,Item Name,Date,Average Price,Total Trade Volume,High Price Trade Volume,Low Price Trade Volume,Average High Price,Average Low Price
53,Babydragon bones,2023-03-11 01:05:00,1037.978811881188,5050,3001,2049,1096.0,953.0
54,Babydragon bones,2023-03-11 01:10:00,956.8571428571428,140,20,120,950.0,958.0
55,Babydragon bones,2023-03-11 01:15:00,963.0,335,0,335,,963.0
56,Babydragon bones,2023-03-11 01:20:00,963.0,100,28,72,963.0,963.0
57,Babydragon bones,2023-03-11 01:25:00,990.0224215246637,223,100,123,1070.0,925.0
58,Babydragon bones,2023-03-11 01:30:00,925.0,15,0,15,,925.0
59,Babydragon bones,2023-03-11 01:35:00,1043.8524590163934,244,200,44,1070.0,925.0
60,Babydragon bones,2023-03-11 01:40:00,926.635761589404,453,2,451,1070.0,926.0
61,Babydragon bones,2023-03-11 01:45:00,936.4716981132075,212,64,148,963.0,925.0
62,Babydragon bones,2023-03-11 01:50:00,926.117117117117,222,62,160,929.0,925.0
63,Babydragon bones,2023-03-11 02:00:00,925.0,386,0,386,,925.0
64,Babydragon bones,2023-03-11 02:05:00,928.8,120,114,6,929.0,925.0
65,Babydragon bones,2023-03-11 02:10:00,925.0,4,0,4,,925.0
66,Babydragon bones,2023-03-11 02:15:00,926.375515818432,727,250,477,929.0,925.0
67,Babydragon bones,2023-03-11 02:20:00,935.7666666666667,330,323,7,936.0,925.0
68,Babydragon bones,2023-03-11 02:25:00,925.0,25,0,25,,925.0
69,Babydragon bones,2023-03-11 02:30:00,941.929178470255,353,334,19,938.0,1011.0
70,Babydragon bones,2023-03-11 02:35:00,966.7400611620794,327,103,224,964.0,968.0
71,Babydragon bones,2023-03-11 02:40:00,963.0,320,0,320,,963.0
72,Babydragon bones,2023-03-11 02:45:00,1069.6531604538088,1234,1230,4,1070.0,963.0
73,Babydragon bones,2023-03-11 02:50:00,1059.307443365696,1236,1012,224,1070.0,1011.0
74,Babydragon bones,2023-03-11 02:55:00,1011.0,8,0,8,,1011.0
75,Babydragon bones,2023-03-11 03:00:00,1015.9166666666666,120,10,110,1070.0,1011.0
76,Babydragon bones,2023-03-11 03:05:00,1011.1421686746988,415,1,414,1070.0,1011.0
77,Babydragon bones,2023-03-11 03:10:00,1012.1683168316831,101,2,99,1070.0,1011.0
78,Babydragon bones,2023-03-11 03:15:00,977.0,1913,0,1913,,977.0
79,Babydragon bones,2023-03-11 03:20:00,1070.0,1,1,0,1070.0,
80,Babydragon bones,2023-03-11 03:25:00,1016.6190476190476,21,2,19,1070.0,1011.0
81,Babydragon bones,2023-03-11 03:35:00,1011.0,339,0,339,,1011.0
82,Babydragon bones,2023-03-11 03:40:00,1011.0,189,0,189,,1011.0
83,Babydragon bones,2023-03-11 03:45:00,1011.0,83,0,83,,1011.0
84,Babydragon bones,2023-03-11 03:50:00,975.0,1548,0,1548,,975.0
85,Babydragon bones,2023-03-11 03:55:00,1048.6,5,4,1,1070.0,963.0
86,Babydragon bones,2023-03-11 04:00:00,1000.0,1049,0,1049,,1000.0
87,Babydragon bones,2023-03-11 04:05:00,1003.0,790,0,790,,1003.0
88,Babydragon bones,2023-03-11 04:10:00,1003.0,111,0,111,,1003.0
89,Babydragon bones,2023-03-11 04:15:00,1008.0,17,0,17,,1008.0
90,Babydragon bones,2023-03-11 04:20:00,1005.939393939394,33,1,32,1100.0,1003.0
91,Babydragon bones,2023-03-11 04:25:00,1007.6190476190476,21,1,20,1100.0,1003.0
92,Babydragon bones,2023-03-11 04:30:00,1003.0,6,0,6,,1003.0
93,Babydragon bones,2023-03-11 04:35:00,1121.9053327821414,2419,2243,176,1131.0,1006.0
94,Babydragon bones,2023-03-11 04:40:00,1114.0,89,0,89,,1114.0
95,Babydragon bones,2023-03-11 04:45:00,1128.2800000000002,125,85,40,1135.0,1114.0
96,Babydragon bones,2023-03-11 04:50:00,1114.0,1339,0,1339,,1114.0
97,Babydragon bones,2023-03-11 04:55:00,1003.0,65,0,65,,1003.0
98,Babydragon bones,2023-03-11 05:00:00,1096.0,1860,1860,0,1096.0,
99,Babydragon bones,2023-03-11 05:10:00,1093.1192052980132,302,200,102,1135.0,1011.0
100,Babydragon bones,2023-03-11 05:15:00,1004.0,112,0,112,,1004.0
101,Babydragon bones,2023-03-11 05:20:00,1095.4,90,43,47,1133.0,1061.0
102,Babydragon bones,2023-03-11 05:30:00,1061.0,8,0,8,,1061.0
103,Babydragon bones,2023-03-11 05:40:00,1131.0,2,2,0,1131.0,
104,Babydragon bones,2023-03-11 05:45:00,1004.0,104,0,104,,1004.0
105,Babydragon bones,2023-03-11 05:55:00,1115.0714285714287,14,1,13,1129.0,1114.0
106,Babydragon bones,2023-03-11 06:00:00,1114.0,98,0,98,,1114.0
107,Babydragon bones,2023-03-11 06:05:00,1124.8333333333335,60,50,10,1127.0,1114.0
108,Babydragon bones,2023-03-11 06:10:00,963.0,1,0,1,,963.0
109,Babydragon bones,2023-03-11 06:15:00,1096.388888888889,756,634,122,1093.0,1114.0
110,Babydragon bones,2023-03-11 06:20:00,1114.0,251,0,251,,1114.0
111,Babydragon bones,2023-03-11 06:25:00,1114.0,12,0,12,,1114.0
112,Babydragon bones,2023-03-11 06:35:00,1021.0,110,0,110,,1021.0
113,Babydragon bones,2023-03-11 06:40:00,963.0,460,0,460,,963.0
114,Babydragon bones,2023-03-11 06:45:00,963.0,121,0,121,,963.0
115,Babydragon bones,2023-03-11 06:55:00,963.0,113,0,113,,963.0
116,Babydragon bones,2023-03-11 07:00:00,963.0,37,0,37,,963.0
117,Babydragon bones,2023-03-11 07:05:00,963.0,18,0,18,,963.0
118,Babydragon bones,2023-03-11 07:10:00,963.0,158,0,158,,963.0
119,Babydragon bones,2023-03-11 07:15:00,963.0,40,0,40,,963.0
120,Babydragon bones,2023-03-11 07:30:00,963.0,2,0,2,,963.0
121,Babydragon bones,2023-03-11 07:35:00,1080.6003644093532,3293,3002,291,1092.0,963.0
122,Babydragon bones,2023-03-11 07:45:00,1092.0,200,200,0,1092.0,
123,Babydragon bones,2023-03-11 07:50:00,1092.0,400,400,0,1092.0,
124,Babydragon bones,2023-03-11 07:55:00,963.1325796505653,973,1,972,1092.0,963.0
125,Babydragon bones,2023-03-11 08:00:00,964.0,17,0,17,,964.0
126,Babydragon bones,2023-03-11 08:20:00,1027.0,22,0,22,,1027.0
127,Babydragon bones,2023-03-11 08:25:00,1027.0,2,0,2,,1027.0
128,Babydragon bones,2023-03-11 08:30:00,1027.0,30,0,30,,1027.0
129,Babydragon bones,2023-03-11 08:35:00,972.0,822,0,822,,972.0
130,Babydragon bones,2023-03-11 08:40:00,963.0,3,0,3,,963.0
131,Babydragon bones,2023-03-11 08:55:00,963.0,2,0,2,,963.0
132,Babydragon bones,2023-03-11 09:00:00,963.0,1,0,1,,963.0
133,Babydragon bones,2023-03-11 09:05:00,963.0,38,0,38,,963.0
134,Babydragon bones,2023-03-11 09:10:00,963.0,3549,0,3549,,963.0
135,Babydragon bones,2023-03-11 09:15:00,963.0,1090,0,1090,,963.0
136,Babydragon bones,2023-03-11 09:20:00,954.0,991,0,991,,954.0
137,Babydragon bones,2023-03-11 09:25:00,950.0,257,0,257,,950.0
138,Babydragon bones,2023-03-11 09:30:00,950.0,5,0,5,,950.0
139,Babydragon bones,2023-03-11 09:35:00,950.0,9,0,9,,950.0
140,Babydragon bones,2023-03-11 09:40:00,949.0,5213,0,5213,,949.0
141,Babydragon bones,2023-03-11 09:45:00,925.0,2,0,2,,925.0
142,Babydragon bones,2023-03-11 09:50:00,947.0,50,50,0,947.0,
143,Babydragon bones,2023-03-11 10:05:00,1025.2627737226278,137,135,2,1025.0,1043.0
144,Babydragon bones,2023-03-11 10:10:00,1043.0,212,0,212,,1043.0
145,Babydragon bones,2023-03-11 10:20:00,1043.0,11,0,11,,1043.0
146,Babydragon bones,2023-03-11 10:25:00,1043.0,26,0,26,,1043.0
147,Babydragon bones,2023-03-11 10:30:00,1043.0,34,0,34,,1043.0
148,Babydragon bones,2023-03-11 10:35:00,1043.0,44,0,44,,1043.0
149,Babydragon bones,2023-03-11 10:45:00,937.0,580,0,580,,937.0
150,Babydragon bones,2023-03-11 10:50:00,925.0,101,0,101,,925.0
151,Babydragon bones,2023-03-11 10:55:00,948.0,5,0,5,,948.0
152,Babydragon bones,2023-03-11 11:10:00,948.0,94,0,94,,948.0
153,Babydragon bones,2023-03-11 11:15:00,995.0634146341465,615,201,414,1092.0,948.0
154,Babydragon bones,2023-03-11 11:20:00,949.0,193,0,193,,949.0
155,Babydragon bones,2023-03-11 11:25:00,949.0,108,0,108,,949.0
156,Babydragon bones,2023-03-11 11:35:00,948.0,84,0,84,,948.0
157,Babydragon bones,2023-03-11 11:40:00,1004.6666666666666,9,1,8,1090.0,994.0
158,Babydragon bones,2023-03-11 11:45:00,994.0,3,0,3,,994.0
159,Babydragon bones,2023-03-11 11:50:00,981.0,375,0,375,,981.0
160,Babydragon bones,2023-03-11 12:00:00,954.0,31,0,31,,954.0
161,Babydragon bones,2023-03-11 12:10:00,1088.0,110,110,0,1088.0,
162,Babydragon bones,2023-03-11 12:15:00,950.8553459119497,159,1,158,1086.0,950.0
163,Babydragon bones,2023-03-11 12:20:00,948.0,216,0,216,,948.0
164,Babydragon bones,2023-03-11 12:25:00,1084.0,59,59,0,1084.0,
165,Babydragon bones,2023-03-11 12:35:00,1039.6842105263158,38,26,12,1082.0,948.0
166,Babydragon bones,2023-03-11 12:40:00,1061.7931034482758,58,50,8,1080.0,948.0
167,Babydragon bones,2023-03-11 12:45:00,948.0,574,0,574,,948.0
168,Babydragon bones,2023-03-11 12:50:00,948.0,140,0,140,,948.0
169,Babydragon bones,2023-03-11 12:55:00,948.0,5,0,5,,948.0
170,Babydragon bones,2023-03-11 13:00:00,948.0,112,0,112,,948.0
171,Babydragon bones,2023-03-11 13:05:00,948.0,13,0,13,,948.0
172,Babydragon bones,2023-03-11 13:15:00,960.3,10,7,3,966.0,947.0
173,Babydragon bones,2023-03-11 13:20:00,1039.0,24,0,24,,1039.0
174,Babydragon bones,2023-03-11 13:25:00,1043.0,1674,0,1674,,1043.0
175,Babydragon bones,2023-03-11 13:30:00,1044.850710900474,1266,71,1195,1076.0,1043.0
176,Babydragon bones,2023-03-11 13:35:00,1043.7948717948718,39,1,38,1074.0,1043.0
177,Babydragon bones,2023-03-11 13:40:00,1043.0,596,0,596,,1043.0
178,Babydragon bones,2023-03-11 13:50:00,1019.1117660929026,8482,6140,2342,1010.0,1043.0
179,Babydragon bones,2023-03-11 13:55:00,1010.0,15,15,0,1010.0,
180,Babydragon bones,2023-03-11 14:00:00,980.0,2,1,1,1010.0,950.0
181,Babydragon bones,2023-03-11 14:05:00,950.0,187,0,187,,950.0
182,Babydragon bones,2023-03-11 14:10:00,954.3516483516484,91,9,82,994.0,950.0
183,Babydragon bones,2023-03-11 14:15:00,963.6147757255937,379,86,293,1010.0,950.0
184,Babydragon bones,2023-03-11 14:20:00,952.2222222222222,27,1,26,1010.0,950.0
185,Babydragon bones,2023-03-11 14:25:00,950.0,86,0,86,,950.0
186,Babydragon bones,2023-03-11 14:30:00,950.0,12,0,12,,950.0
187,Babydragon bones,2023-03-11 14:35:00,951.0909090909091,110,2,108,1010.0,950.0
188,Babydragon bones,2023-03-11 14:40:00,950.5454545454545,110,1,109,1010.0,950.0
189,Babydragon bones,2023-03-11 14:45:00,950.0,137,0,137,,950.0
190,Babydragon bones,2023-03-11 15:00:00,952.0,100,0,100,,952.0
191,Babydragon bones,2023-03-11 15:05:00,953.8125,32,1,31,1010.0,952.0
192,Babydragon bones,2023-03-11 15:10:00,952.5858585858587,99,1,98,1010.0,952.0
193,Babydragon bones,2023-03-11 15:15:00,954.0,233,0,233,,954.0
194,Babydragon bones,2023-03-11 15:25:00,983.2307692307693,13,1,12,1010.0,981.0
195,Babydragon bones,2023-03-11 15:40:00,1009.6116504854369,206,201,5,1010.0,994.0
196,Babydragon bones,2023-03-11 15:45:00,994.2935779816513,109,2,107,1010.0,994.0
197,Babydragon bones,2023-03-11 15:50:00,1002.8,25,7,18,1010.0,1000.0
198,Babydragon bones,2023-03-11 15:55:00,1000.2222222222222,360,8,352,1010.0,1000.0
199,Babydragon bones,2023-03-11 16:00:00,1000.9615384615385,52,5,47,1010.0,1000.0
200,Babydragon bones,2023-03-11 16:05:00,1000.0,12,0,12,,1000.0
201,Babydragon bones,2023-03-11 16:10:00,1002.9050279329608,179,52,127,1010.0,1000.0
202,Babydragon bones,2023-03-11 16:15:00,1000.0826446280993,121,1,120,1010.0,1000.0
203,Babydragon bones,2023-03-11 16:20:00,1004.0,8,8,0,1004.0,
204,Babydragon bones,2023-03-11 16:25:00,1000.0,40,0,40,,1000.0
205,Babydragon bones,2023-03-11 16:30:00,996.0493827160494,162,1,161,1004.0,996.0
206,Babydragon bones,2023-03-11 16:45:00,995.7191977077364,349,100,249,1000.0,994.0
207,Babydragon bones,2023-03-11 16:50:00,994.0,541,0,541,,994.0
208,Babydragon bones,2023-03-11 16:55:00,967.7085427135678,199,10,189,1000.0,966.0
209,Babydragon bones,2023-03-11 17:00:00,963.0,380,0,380,,963.0
210,Babydragon bones,2023-03-11 17:05:00,993.5,12,10,2,1000.0,961.0
211,Babydragon bones,2023-03-11 17:10:00,963.2010869565216,1104,6,1098,1000.0,963.0
212,Babydragon bones,2023-03-11 17:15:00,962.0,174,0,174,,962.0
213,Babydragon bones,2023-03-11 17:20:00,962.0,458,0,458,,962.0
214,Babydragon bones,2023-03-11 17:25:00,962.0,154,0,154,,962.0
215,Babydragon bones,2023-03-11 17:30:00,963.1034482758621,58,2,56,994.0,962.0
216,Babydragon bones,2023-03-11 17:35:00,965.9024390243902,41,5,36,994.0,962.0
217,Babydragon bones,2023-03-11 17:40:00,978.0,2,1,1,994.0,962.0
218,Babydragon bones,2023-03-11 17:45:00,962.0,999,0,999,,962.0
219,Babydragon bones,2023-03-11 17:50:00,962.0,115,0,115,,962.0
220,Babydragon bones,2023-03-11 17:55:00,962.0,116,0,116,,962.0
221,Babydragon bones,2023-03-11 18:00:00,961.0,595,0,595,,961.0
222,Babydragon bones,2023-03-11 18:05:00,994.0,34,0,34,,994.0
223,Babydragon bones,2023-03-11 18:10:00,994.0,2,0,2,,994.0
224,Babydragon bones,2023-03-11 18:15:00,994.0,684,0,684,,994.0
225,Babydragon bones,2023-03-11 18:20:00,1000.0,11,0,11,,1000.0
226,Babydragon bones,2023-03-11 18:25:00,995.0,762,0,762,,995.0
227,Babydragon bones,2023-03-11 18:30:00,994.2985074626865,134,10,124,998.0,994.0
228,Babydragon bones,2023-03-11 18:35:00,994.0677966101695,118,2,116,998.0,994.0
229,Babydragon bones,2023-03-11 18:40:00,994.0174672489084,687,3,684,998.0,994.0
230,Babydragon bones,2023-03-11 18:45:00,994.0,274,0,274,,994.0
231,Babydragon bones,2023-03-11 18:50:00,997.8748137108793,1342,1300,42,998.0,994.0
232,Babydragon bones,2023-03-11 18:55:00,994.0,174,0,174,,994.0
233,Babydragon bones,2023-03-11 19:00:00,994.0782918149466,562,11,551,998.0,994.0
234,Babydragon bones,2023-03-11 19:05:00,952.0026188442926,17565,1,17564,998.0,952.0
235,Babydragon bones,2023-03-11 19:10:00,946.12,625,600,25,947.0,925.0
236,Babydragon bones,2023-03-11 19:15:00,947.0,2202,2202,0,947.0,
237,Babydragon bones,2023-03-11 19:20:00,915.0,557,0,557,,915.0
238,Babydragon bones,2023-03-11 19:25:00,915.0,33,0,33,,915.0
239,Babydragon bones,2023-03-11 19:30:00,902.0,293,0,293,,902.0
240,Babydragon bones,2023-03-11 19:40:00,946.0,45,44,1,947.0,902.0
241,Babydragon bones,2023-03-11 19:45:00,947.0000000000001,2189,2101,88,947.0,947.0
242,Babydragon bones,2023-03-11 19:50:00,947.0,166,123,43,947.0,947.0
243,Babydragon bones,2023-03-11 19:55:00,948.0,79,79,0,948.0,
244,Babydragon bones,2023-03-11 20:00:00,998.0,1,1,0,998.0,
245,Babydragon bones,2023-03-11 20:05:00,950.2264150943395,212,1,211,998.0,950.0
246,Babydragon bones,2023-03-11 20:10:00,950.0,373,0,373,,950.0
247,Babydragon bones,2023-03-11 20:15:00,950.0,131,0,131,,950.0
248,Babydragon bones,2023-03-11 20:25:00,997.529411764706,102,101,1,998.0,950.0
249,Babydragon bones,2023-03-11 20:30:00,950.0,222,0,222,,950.0
250,Babydragon bones,2023-03-11 20:35:00,950.0,276,0,276,,950.0
251,Babydragon bones,2023-03-11 20:40:00,950.0,164,0,164,,950.0
252,Babydragon bones,2023-03-11 20:45:00,997.8256130790191,367,133,234,994.0,1000.0
253,Babydragon bones,2023-03-11 20:50:00,1000.0,2,0,2,,1000.0
254,Babydragon bones,2023-03-11 20:55:00,1000.0,706,0,706,,1000.0
255,Babydragon bones,2023-03-11 21:00:00,1000.0,31,0,31,,1000.0
256,Babydragon bones,2023-03-11 21:05:00,1000.0,101,0,101,,1000.0
257,Babydragon bones,2023-03-11 21:10:00,1000.0,16,0,16,,1000.0
258,Babydragon bones,2023-03-11 21:20:00,1003.9728682170543,2064,2050,14,1004.0,1000.0
259,Babydragon bones,2023-03-11 21:25:00,971.0,2020,0,2020,,971.0
260,Babydragon bones,2023-03-11 21:30:00,977.6923076923076,195,100,95,1004.0,950.0
261,Babydragon bones,2023-03-11 21:35:00,950.0,7,0,7,,950.0
262,Babydragon bones,2023-03-11 21:40:00,950.0,11,0,11,,950.0
263,Babydragon bones,2023-03-11 21:45:00,1002.4329037149356,1319,1302,17,1003.0,959.0
264,Babydragon bones,2023-03-11 21:50:00,1002.9882903981264,854,838,16,1004.0,950.0
265,Babydragon bones,2023-03-11 21:55:00,948.0,13,0,13,,948.0
266,Babydragon bones,2023-03-11 22:00:00,952.2238736646539,2153,1982,171,950.0,978.0
267,Babydragon bones,2023-03-11 22:05:00,1132.5394736842104,304,300,4,1135.0,948.0
268,Babydragon bones,2023-03-11 22:10:00,954.1666666666667,36,1,35,1135.0,949.0
269,Babydragon bones,2023-03-11 22:20:00,949.7660550458716,436,2,434,1116.0,949.0
270,Babydragon bones,2023-03-11 22:25:00,955.0,13,0,13,,955.0
271,Babydragon bones,2023-03-11 22:30:00,952.3623188405797,69,1,68,977.0,952.0
272,Babydragon bones,2023-03-11 22:35:00,952.0,54,0,54,,952.0
273,Babydragon bones,2023-03-11 22:40:00,1096.0,74,74,0,1096.0,
274,Babydragon bones,2023-03-11 22:45:00,949.0,544,0,544,,949.0
275,Babydragon bones,2023-03-11 22:50:00,1040.4219375500402,1249,610,639,1132.0,953.0
276,Babydragon bones,2023-03-11 22:55:00,1038.0,103,0,103,,1038.0
277,Babydragon bones,2023-03-11 23:00:00,1061.1274509803923,612,2,610,1100.0,1061.0
278,Babydragon bones,2023-03-11 23:05:00,1043.0,311,0,311,,1043.0
279,Babydragon bones,2023-03-11 23:10:00,1043.0,10,0,10,,1043.0
280,Babydragon bones,2023-03-11 23:15:00,1043.4888888888888,225,2,223,1098.0,1043.0
281,Babydragon bones,2023-03-11 23:20:00,1043.0,341,0,341,,1043.0
282,Babydragon bones,2023-03-11 23:30:00,1100.0,10,10,0,1100.0,
283,Babydragon bones,2023-03-11 23:35:00,1048.1203319502074,723,1,722,1135.0,1048.0
284,Babydragon bones,2023-03-11 23:40:00,1085.0091324200914,219,100,119,1135.0,1043.0
285,Babydragon bones,2023-03-11 23:45:00,1043.0,15,0,15,,1043.0
286,Babydragon bones,2023-03-11 23:50:00,1069.4338028169013,355,102,253,1135.0,1043.0
287,Babydragon bones,2023-03-11 23:55:00,1135.0,52,52,0,1135.0,
288,Babydragon bones,2023-03-12 00:00:00,1109.3333333333333,9,2,7,1135.0,1102.0
289,Babydragon bones,2023-03-12 00:05:00,1134.9122340425533,3008,3000,8,1135.0,1102.0
290,Babydragon bones,2023-03-12 00:10:00,1043.0,80,0,80,,1043.0
291,Babydragon bones,2023-03-12 00:20:00,1045.0,239,0,239,,1045.0
292,Babydragon bones,2023-03-12 00:25:00,1045.0,77,0,77,,1045.0
293,Babydragon bones,2023-03-12 00:30:00,1049.7826086956522,23,1,22,1133.0,1046.0
294,Babydragon bones,2023-03-12 00:35:00,1046.0,11,0,11,,1046.0
295,Babydragon bones,2023-03-12 00:40:00,1056.625,8,1,7,1131.0,1046.0
296,Babydragon bones,2023-03-12 00:45:00,1046.0,115,0,115,,1046.0
297,Babydragon bones,2023-03-12 00:50:00,1086.0,122,0,122,,1086.0
298,Babydragon bones,2023-03-12 00:55:00,1116.042194092827,237,200,37,1129.0,1046.0
299,Babydragon bones,2023-03-12 01:00:00,1046.0,2,0,2,,1046.0
300,Babydragon bones,2023-03-12 01:05:00,1045.0,148,0,148,,1045.0
301,Babydragon bones,2023-03-12 01:10:00,1111.6666666666667,555,500,55,1119.0,1045.0
302,Babydragon bones,2023-03-12 01:15:00,1049.0,25,0,25,,1049.0
303,Babydragon bones,2023-03-12 01:25:00,1049.6875,96,9,87,1095.0,1045.0
304,Babydragon bones,2023-03-12 01:30:00,1087.8815028901734,692,401,291,1119.0,1045.0
305,Babydragon bones,2023-03-12 01:35:00,1049.111111111111,18,1,17,1119.0,1045.0
306,Babydragon bones,2023-03-12 01:45:00,1045.0,83,0,83,,1045.0
307,Babydragon bones,2023-03-12 01:55:00,1043.0,112,0,112,,1043.0
308,Babydragon bones,2023-03-12 02:00:00,1043.0,101,0,101,,1043.0
309,Babydragon bones,2023-03-12 02:05:00,1043.0,19,0,19,,1043.0
310,Babydragon bones,2023-03-12 02:10:00,1044.0,168,0,168,,1044.0
311,Babydragon bones,2023-03-12 02:15:00,1044.0,51,0,51,,1044.0
312,Babydragon bones,2023-03-12 02:20:00,1044.0,6,0,6,,1044.0
313,Babydragon bones,2023-03-12 02:25:00,1044.021343198634,3514,1,3513,1119.0,1044.0
314,Babydragon bones,2023-03-12 02:30:00,1045.0,26,0,26,,1045.0
315,Babydragon bones,2023-03-12 02:35:00,1045.0,390,0,390,,1045.0
316,Babydragon bones,2023-03-12 02:40:00,1045.0,175,0,175,,1045.0
317,Babydragon bones,2023-03-12 02:45:00,1046.5517241379312,290,9,281,1095.0,1045.0
318,Babydragon bones,2023-03-12 02:50:00,1045.0,428,0,428,,1045.0
319,Babydragon bones,2023-03-12 02:55:00,1070.0,401,401,0,1070.0,
320,Babydragon bones,2023-03-12 03:00:00,1045.0,17,0,17,,1045.0
321,Babydragon bones,2023-03-12 03:05:00,1069.122807017544,57,55,2,1070.0,1045.0
322,Babydragon bones,2023-03-12 03:10:00,1058.9082125603863,621,129,492,1070.0,1056.0
323,Babydragon bones,2023-03-12 03:15:00,1095.0,204,0,204,,1095.0
324,Babydragon bones,2023-03-12 03:20:00,1095.0,23,0,23,,1095.0
325,Babydragon bones,2023-03-12 03:30:00,1095.0,4,0,4,,1095.0
326,Babydragon bones,2023-03-12 03:35:00,1022.0,3150,0,3150,,1022.0
327,Babydragon bones,2023-03-12 03:40:00,949.0,66,0,66,,949.0
328,Babydragon bones,2023-03-12 03:45:00,949.0,156,0,156,,949.0
329,Babydragon bones,2023-03-12 03:50:00,1061.1311475409836,61,57,4,1069.0,949.0
330,Babydragon bones,2023-03-12 03:55:00,949.0,15,0,15,,949.0
331,Babydragon bones,2023-03-12 04:00:00,1017.1818181818182,44,25,19,1069.0,949.0
